,transactionID,senderID,receiverID,sender_state,receiver_state,date,amount,confusion_value,was_biased
51,51,556,541,AZ,TN,2024-09-15,96091.9,FN,0
52,52,281,503,TN,IL,2022-03-13,86664.89,FN,0
53,53,339,331,AZ,NI,2021-12-09,47624.92,FN,1
54,54,907,274,NY,IL,2023-04-26,32413.33,TP,0
55,55,3,71,AZ,AZ,2022-01-04,96671.97,TP,0
56,56,788,972,TN,DE,2022-08-14,70557.99,FP,0
57,57,394,155,TN,DE,2023-08-28,77777.25,TN,0
58,58,187,674,DE,GE,2023-04-20,41514.3,TP,0
59,59,504,497,TN,GE,2023-06-05,38039.83,TN,0
60,60,28,312,AZ,NY,2024-09-23,45487.99,FN,0
61,61,66,862,GE,AZ,2023-05-29,36325.27,FN,0
62,62,817,623,AZ,AZ,2021-11-11,44137.72,TP,1
63,63,275,910,GE,GE,2023-09-24,47961.07,FN,0
64,64,93,618,AZ,AZ,2024-03-19,65089.0,TN,0
65,65,425,436,AZ,NI,2023-12-01,30063.34,FN,1
66,66,189,877,IL,DE,2022-05-02,90590.24,FP,1
67,67,167,96,DE,AZ,2023-11-28,92363.85,TN,0
68,68,237,982,NI,AZ,2022-03-11,27212.07,FN,0
69,69,681,278,TN,NI,2022-11-01,77390.08,TN,0
70,70,43,913,IL,AZ,2024-04-10,39099.73,TP,0
71,71,165,395,TN,AZ,2022-03-28,38786.5,FP,0
72,72,161,776,NY,NI,2023-04-28,52712.82,FP,1
73,73,773,878,NI,TN,2021-10-31,95333.09,TP,0
74,74,452,789,TN,GE,2023-07-12,6544.74,TN,0
75,75,109,289,IL,GE,2023-07-09,67427.85,FP,0
76,76,831,407,IL,IL,2022-08-07,90578.35,TP,0
77,77,210,642,GE,AZ,2023-06-22,26542.35,TN,0
78,78,14,392,NI,DE,2023-08-04,9836.98,TP,0
79,79,974,975,AZ,DE,2023-10-03,15576.42,TP,1
80,80,895,757,AZ,IL,2023-03-26,86605.8,FN,0
81,81,402,185,NI,AZ,2023-10-14,26220.42,FN,0
82,82,0,886,GE,DE,2024-05-07,58750.82,FN,0
83,83,586,96,AZ,IL,2024-02-21,89972.64,FN,0
84,84,489,780,AZ,DE,2022-07-23,34273.47,TP,0
85,85,534,39,AZ,TN,2024-04-18,80567.38,TN,0
86,86,522,523,AZ,IL,2024-04-18,31462.21,FP,0
87,87,431,326,IL,IL,2021-12-12,6469.96,TN,1
88,88,381,216,DE,NY,2023-05-22,7061.61,TP,0
89,89,664,368,TN,GE,2023-06-16,12599.66,FP,0
90,90,48,294,DE,NI,2022-09-07,32374.75,FP,0
91,91,897,688,TN,GE,2024-01-19,78819.93,TN,0
92,92,894,689,IL,GE,2022-12-31,56387.65,FP,0
93,93,251,41,GE,AZ,2023-06-23,93505.1,FN,0
94,94,506,359,IL,NY,2022-05-24,67069.68,TN,0
95,95,286,285,DE,AZ,2023-03-19,26904.9,FN,0
96,96,151,711,NY,GE,2022-09-04,78985.62,TN,0
97,97,381,690,NY,DE,2022-04-29,70957.59,FP,0
98,98,245,823,DE,NI,2023-05-25,8401.6,FP,0
99,99,780,435,IL,IL,2022-06-25,28724.23,TN,0
100,100,297,628,NY,NI,2022-08-05,69500.63,FP,0
101,101,493,626,DE,NI,2021-10-22,95758.14,TN,0
102,102,507,133,NY,GE,2022-07-05,16577.77,TN,0
103,103,22,713,AZ,DE,2023-04-29,53844.06,FP,1
104,104,461,991,AZ,GE,2023-12-13,32922.5,TN,0
105,105,433,816,DE,NY,2022-07-11,91265.96,TN,0
106,106,812,395,NI,TN,2023-12-17,54131.05,TN,0
107,107,620,715,IL,NY,2023-10-03,28342.37,TP,1
108,108,282,856,TN,DE,2023-03-26,22688.57,TP,0
109,109,839,900,GE,AZ,2021-10-19,50594.8,TP,0
110,110,496,75,TN,TN,2022-08-29,48132.03,TP,0
111,111,603,955,AZ,NY,2022-01-11,60840.91,TN,0
112,112,811,338,DE,TN,2023-09-07,98618.29,FP,0
113,113,68,98,IL,NI,2024-03-02,91143.44,TN,0
114,114,611,797,AZ,TN,2024-10-05,40583.94,FN,0
115,115,77,365,IL,IL,2024-10-05,42448.09,TN,0
116,116,913,626,AZ,GE,2022-04-27,72510.22,TP,0
117,117,501,363,TN,AZ,2022-09-24,85540.68,TN,0
118,118,318,431,NY,GE,2023-08-17,38141.12,FP,0
119,119,803,920,AZ,NI,2023-09-14,39250.37,FN,0
120,120,105,110,AZ,DE,2022-09-03,68478.7,TP,0
121,121,609,849,GE,DE,2021-10-26,24092.22,TN,0
122,122,241,33,AZ,NI,2022-01-14,98802.06,TN,0
123,123,170,632,NY,TN,2022-11-12,83074.46,FP,0
124,124,305,343,GE,IL,2022-01-26,49064.71,FN,0
125,125,495,314,IL,NY,2022-07-04,68166.26,FN,0
126,126,752,15,GE,GE,2022-09-07,90139.69,TP,0
127,127,172,522,TN,NI,2023-06-06,69411.94,TP,0
128,128,680,375,IL,NI,2022-10-15,33584.87,FP,0
129,129,965,265,NI,DE,2022-11-14,92091.83,TN,0
130,130,123,143,AZ,NI,2024-04-23,75687.52,TP,0
131,131,220,174,DE,GE,2023-09-04,33076.57,FN,1
132,132,894,36,NY,AZ,2022-10-04,46565.47,TP,0
133,133,795,331,DE,DE,2021-11-09,44125.29,FP,0
134,134,335,935,DE,IL,2024-04-17,39453.06,FN,0
135,135,730,25,AZ,NY,2024-07-07,53668.04,FN,0
136,136,192,688,NY,NI,2022-06-23,2822.93,TP,0
137,137,521,401,GE,IL,2024-05-22,65955.19,FN,0
138,138,299,59,DE,NY,2023-12-30,57116.66,FN,0
139,139,10,661,GE,IL,2022-07-31,51176.52,TN,0
140,140,986,257,AZ,TN,2022-03-26,75744.65,TN,1
141,141,296,309,NI,NI,2022-07-28,71889.71,FP,0
142,142,282,939,DE,DE,2022-11-22,45685.78,TN,0
143,143,710,753,AZ,NI,2023-07-06,62800.75,FN,0
144,144,280,707,GE,TN,2024-09-13,5722.47,FN,0
145,145,416,18,TN,NI,2023-10-29,19656.98,FP,0
146,146,87,179,TN,AZ,2022-12-06,42666.42,TP,0
147,147,470,749,DE,GE,2023-08-31,52261.78,FN,0
148,148,773,71,NI,NI,2022-03-21,96360.12,FN,0
149,149,393,673,IL,TN,2023-05-06,55401.77,TN,0
150,150,988,692,DE,GE,2024-03-12,94328.03,FN,0
151,151,45,308,NI,NI,2023-02-03,62004.32,FP,0
152,152,96,546,TN,DE,2023-12-07,51409.6,TP,0
153,153,878,797,AZ,NY,2024-03-12,35115.3,FP,1
154,154,358,429,GE,IL,2023-10-02,8228.97,FP,0
155,155,437,968,NI,NI,2022-11-26,30710.83,FN,0
156,156,814,171,NY,TN,2023-01-04,19418.33,FP,0
157,157,386,602,NI,NI,2023-06-05,39173.47,FN,0
158,158,893,726,NI,IL,2022-11-07,22549.63,FP,1
159,159,576,901,DE,GE,2023-03-30,67348.69,TN,0
160,160,182,302,AZ,IL,2022-02-18,22005.82,FP,0
161,161,627,54,DE,AZ,2024-09-26,96438.26,FN,0
162,162,146,599,IL,AZ,2023-11-24,23253.02,TP,0
163,163,81,530,DE,TN,2024-10-04,21540.27,TN,0
164,164,93,870,GE,NI,2023-11-30,70847.37,TP,0
165,165,232,961,NY,IL,2023-11-08,2576.82,FP,1
166,166,936,301,GE,NI,2023-05-28,70095.31,TN,0
167,167,125,678,NI,TN,2023-06-26,36785.92,FN,0
168,168,112,65,DE,NI,2023-05-10,98543.97,FN,0
169,169,623,437,AZ,NI,2022-09-30,15218.25,FP,0
170,170,143,447,GE,IL,2023-02-12,90076.86,FN,0
171,171,714,136,GE,IL,2022-08-26,54931.01,TP,1
172,172,136,75,DE,GE,2023-05-15,47403.54,TN,0
173,173,697,10,GE,AZ,2023-03-04,68138.14,FP,1
174,174,538,476,DE,DE,2021-10-20,45600.13,FN,0
175,175,730,530,DE,IL,2022-06-07,27593.6,FN,0
176,176,760,207,NY,IL,2021-10-09,23557.65,TP,1
177,177,98,953,NI,NY,2024-04-14,48230.7,TP,0
178,178,910,328,NY,TN,2022-11-05,88023.52,FN,0
179,179,694,919,NI,NY,2022-08-11,60979.58,FN,0
180,180,339,829,GE,TN,2023-11-25,33375.8,TP,0
181,181,479,211,IL,IL,2024-05-19,86157.81,TN,0
182,182,689,763,IL,IL,2022-07-03,44529.02,TP,0
183,183,422,686,AZ,AZ,2023-02-28,57118.68,FP,0
184,184,216,139,GE,DE,2023-09-20,7081.78,FP,0
185,185,118,213,GE,NI,2023-08-13,9045.79,TN,0
186,186,548,812,NI,TN,2023-11-01,15528.95,TP,0
187,187,322,120,NY,NY,2022-01-17,45628.04,TP,0
188,188,44,2,AZ,GE,2023-09-03,84856.78,TN,0
189,189,47,39,NY,NI,2024-06-17,6526.96,TN,0
190,190,955,86,IL,IL,2024-08-28,44310.71,TN,0
191,191,926,625,DE,IL,2023-02-15,94149.08,FP,0
192,192,280,234,GE,TN,2022-06-13,51617.72,FP,0
193,193,6,177,NY,TN,2023-11-19,8624.14,FN,0
194,194,355,645,NI,GE,2023-03-24,26308.15,FP,0
195,195,512,243,DE,TN,2024-09-01,76958.43,TP,0
196,196,881,520,NY,DE,2024-09-02,89450.06,TP,0
197,197,880,291,IL,IL,2023-12-06,67171.81,FP,0
198,198,131,863,IL,NY,2023-04-12,65009.16,TP,1
199,199,536,572,TN,AZ,2022-05-04,49819.93,TP,1
200,200,180,694,DE,NY,2022-09-19,89736.62,FN,0
201,201,877,276,GE,GE,2023-05-05,39658.97,TP,0
202,202,161,757,GE,NI,2023-05-11,11752.63,FP,0
203,203,662,224,AZ,NY,2022-10-26,23771.28,TN,0
204,204,596,28,NI,NI,2024-06-26,36068.27,FN,0
205,205,135,633,IL,IL,2024-09-20,92849.46,FN,0
206,206,652,733,GE,NY,2023-05-08,42161.94,FN,0
207,207,881,608,GE,AZ,2023-09-11,30255.08,TP,0
208,208,676,448,NI,TN,2024-02-08,17043.19,TP,0
209,209,527,572,AZ,IL,2023-01-20,10590.81,FN,1
210,210,780,883,DE,AZ,2022-08-13,15388.72,FN,0
211,211,238,639,NY,DE,2024-01-24,49154.37,FP,0
212,212,210,211,GE,NI,2023-02-12,97410.7,FN,0
213,213,300,813,TN,DE,2022-12-10,77980.85,TP,0
214,214,76,417,NY,NY,2023-05-16,29562.77,TP,1
215,215,305,201,DE,NI,2022-02-27,65901.87,TP,1
216,216,514,694,DE,IL,2022-05-19,91997.17,TP,0
217,217,901,427,AZ,DE,2024-03-29,67434.17,FN,0
218,218,346,581,TN,DE,2024-01-02,83422.7,TP,0
219,219,710,722,DE,TN,2021-11-04,27419.58,FP,0
220,220,261,719,TN,GE,2022-08-16,62265.79,TN,0
221,221,474,78,IL,GE,2023-06-07,61713.71,TP,0
222,222,156,933,TN,GE,2024-10-05,18089.73,TP,0
223,223,131,29,AZ,TN,2024-03-18,66253.66,FN,0
224,224,596,8,DE,IL,2024-09-14,19891.33,TP,1
225,225,67,454,NI,GE,2023-06-23,79608.79,TP,0
226,226,434,685,TN,DE,2023-10-28,38736.1,FN,0
227,227,565,568,IL,NI,2022-01-16,555.66,FP,0
228,228,801,254,AZ,NI,2023-06-24,900.59,FN,0
229,229,39,882,AZ,TN,2024-09-30,12616.46,TP,0
230,230,400,118,TN,TN,2022-05-18,19037.53,TN,0
231,231,513,734,NY,TN,2023-11-12,5750.6,FN,0
232,232,611,90,GE,IL,2024-02-03,81739.14,FP,0
233,233,735,900,NY,DE,2022-05-08,45146.42,FN,0
234,234,432,376,TN,IL,2024-08-02,91833.57,TP,0
235,235,582,383,NI,TN,2024-07-25,91028.92,FP,0
236,236,904,693,NY,NI,2023-12-15,48223.59,FN,0
237,237,353,337,NY,IL,2023-12-28,80854.07,FN,0
238,238,203,618,NY,IL,2022-09-14,4612.25,TP,0
239,239,659,394,IL,DE,2024-05-04,53843.55,FN,0
240,240,373,241,AZ,IL,2023-05-05,56261.48,TP,1
241,241,30,232,GE,NY,2024-05-29,24885.5,FP,0
242,242,949,221,GE,IL,2024-03-14,94278.4,FN,0
243,243,748,852,NI,GE,2024-02-21,61769.85,TN,0
244,244,632,276,GE,NY,2023-01-30,94544.3,FP,0
245,245,475,623,IL,AZ,2022-03-05,25319.34,FN,1
246,246,596,530,NI,GE,2024-03-30,61443.6,FN,1
247,247,446,123,TN,NY,2024-08-26,20413.59,FP,0
248,248,623,343,IL,TN,2024-06-03,13910.01,FN,0
249,249,115,804,GE,GE,2023-07-15,78334.08,TP,0
250,250,350,223,GE,GE,2022-04-07,2111.43,TP,0
251,251,626,580,TN,GE,2024-03-29,69648.87,TN,0
252,252,165,860,DE,TN,2022-06-16,95382.22,FP,0
253,253,977,264,NI,NI,2023-08-14,57433.34,TN,0
254,254,171,765,NY,IL,2024-04-21,21483.94,TP,0
255,255,317,580,DE,DE,2022-02-05,14156.04,TP,0
256,256,608,115,DE,NI,2021-10-24,37792.43,FN,0
257,257,442,378,GE,NI,2022-08-03,32641.94,FN,1
258,258,821,417,TN,AZ,2022-09-04,20627.64,FN,0
259,259,693,311,NI,DE,2023-02-11,97617.19,FN,0
260,260,300,251,AZ,NI,2022-06-09,56257.09,FN,0
261,261,389,754,AZ,NY,2022-06-25,54569.65,TP,0
262,262,745,407,DE,IL,2022-07-23,95911.81,FN,0
263,263,874,571,NI,DE,2023-12-28,77270.15,TP,0
264,264,285,2,GE,DE,2023-11-13,87641.91,TN,1
265,265,780,156,NY,NI,2024-08-27,2932.12,TP,0
266,266,1,3,TN,NI,2024-07-10,20302.89,TN,0
267,267,887,485,DE,IL,2023-12-17,10354.36,TP,0
268,268,702,42,GE,DE,2023-01-23,20835.58,TN,0
269,269,871,10,DE,AZ,2024-06-14,22313.14,FP,0
270,270,837,812,NI,GE,2024-07-20,98139.3,FP,0
271,271,527,370,DE,DE,2022-11-04,23878.88,TP,0
272,272,51,342,AZ,AZ,2023-07-02,43556.05,FP,0
273,273,790,42,IL,NY,2024-07-26,30542.56,FN,0
274,274,689,523,TN,NI,2023-10-24,41257.57,TP,0
275,275,385,343,IL,DE,2023-05-02,45502.4,TN,0
276,276,689,309,IL,DE,2022-01-24,92503.92,TN,0
277,277,350,556,AZ,TN,2022-01-02,80912.17,TP,0
278,278,28,625,GE,AZ,2023-12-27,81776.72,FP,0
279,279,519,283,DE,TN,2022-11-05,31687.25,FN,1
280,280,493,738,GE,NI,2024-05-11,80716.29,TP,0
281,281,368,696,AZ,NY,2024-02-08,26179.62,FN,0
282,282,47,652,GE,DE,2023-05-28,57745.4,TN,0
283,283,705,265,TN,NY,2023-09-27,62543.08,FP,0
284,284,500,335,DE,AZ,2024-04-14,33734.67,TN,0
285,285,132,711,NI,TN,2023-04-09,1785.32,TP,0
286,286,913,885,AZ,AZ,2021-11-22,23911.82,TP,0
287,287,907,136,NI,NY,2022-05-25,72199.0,TP,0
288,288,556,73,DE,NI,2021-12-05,12532.16,FP,0
289,289,142,898,TN,TN,2024-08-11,22615.22,FN,0
290,290,79,795,GE,AZ,2022-11-09,36228.49,FN,0
291,291,99,296,IL,NI,2022-04-28,39437.62,FN,0
292,292,838,455,NI,NI,2023-11-22,61098.58,TP,0
293,293,185,690,AZ,AZ,2022-06-09,17839.46,FP,1
294,294,398,171,NI,DE,2023-01-31,59316.96,FN,0
295,295,686,889,AZ,DE,2023-01-29,77163.66,FN,0
296,296,122,147,NI,IL,2024-06-17,22989.16,TN,0
297,297,898,318,AZ,GE,2023-02-18,43964.23,TN,0
298,298,998,730,TN,NY,2023-02-22,74374.04,TP,1
299,299,450,494,DE,AZ,2022-06-21,46997.6,TP,0
300,300,37,337,AZ,NY,2024-02-28,98086.03,FP,0
301,301,889,565,IL,NI,2024-08-10,37983.39,FP,0
302,302,123,214,DE,GE,2023-07-21,65412.08,FN,0
303,303,201,91,NI,IL,2023-08-20,37814.79,FN,1
304,304,885,619,IL,GE,2023-04-17,3486.79,FN,0
305,305,355,462,GE,GE,2024-06-02,67722.22,FP,0
306,306,147,772,GE,TN,2024-02-15,78879.83,FP,0
307,307,783,765,NY,AZ,2024-09-11,97902.06,FP,0
308,308,853,467,NY,TN,2022-02-21,44871.39,FP,0
309,309,622,633,NI,GE,2024-03-07,67803.75,TN,0
310,310,609,592,NI,NI,2024-02-28,27402.99,FP,1
311,311,262,546,DE,AZ,2024-03-21,63403.55,FN,0
312,312,753,169,NY,TN,2022-12-07,64843.57,TP,1
313,313,814,499,NY,GE,2022-01-08,47659.76,FN,0
314,314,607,927,AZ,IL,2021-11-15,63630.22,TN,0
315,315,70,813,TN,IL,2024-03-01,91052.93,TN,1
316,316,188,361,AZ,DE,2022-08-01,40030.89,FP,1
317,317,374,618,IL,AZ,2022-12-26,24926.56,TN,0
318,318,457,532,NY,NI,2023-01-09,67939.27,TN,0
319,319,231,391,IL,TN,2023-11-23,82016.98,FN,0
320,320,400,565,NI,NY,2024-07-04,4780.15,FN,0
321,321,98,395,GE,TN,2022-10-08,55032.73,FP,1
322,322,442,741,AZ,AZ,2022-12-02,6410.87,TP,0
323,323,574,68,TN,NI,2024-02-27,22804.36,FN,1
324,324,896,825,AZ,IL,2021-10-25,82043.13,TN,0
325,325,523,466,DE,TN,2024-05-10,19034.62,FN,0
326,326,608,658,NI,IL,2023-04-19,5198.21,FN,0
327,327,563,914,NI,GE,2024-10-03,7567.2,FP,0
328,328,849,403,IL,IL,2024-04-17,45752.38,TN,0
329,329,599,539,DE,DE,2022-06-04,35288.3,TP,1
330,330,601,583,IL,AZ,2021-11-06,46241.75,TP,0
331,331,135,22,DE,NI,2023-09-13,74801.87,TP,1
332,332,957,956,NY,TN,2024-04-23,33610.34,FN,0
333,333,614,224,DE,DE,2022-07-21,90347.88,FN,1
334,334,75,533,IL,TN,2021-12-23,25550.55,FN,1
335,335,451,214,AZ,DE,2023-02-07,87324.03,TN,0
336,336,856,688,NI,NY,2022-12-07,23594.52,TP,0
337,337,178,596,IL,IL,2024-07-28,55990.65,FP,0
338,338,432,532,AZ,TN,2022-04-11,12245.5,FN,0
339,339,1,448,AZ,NY,2023-01-11,70702.75,TN,0
340,340,599,461,DE,AZ,2022-06-16,17559.46,TN,0
341,341,775,4,AZ,IL,2022-07-25,40500.68,FP,0
342,342,736,733,AZ,GE,2021-11-11,77337.25,TN,0
343,343,221,521,DE,IL,2022-11-04,26997.06,FP,1
344,344,369,333,GE,TN,2024-05-25,80085.38,FN,0
345,345,238,732,NY,TN,2022-10-15,9105.12,TP,0
346,346,335,577,TN,DE,2023-08-06,92639.76,TP,0
347,347,308,798,AZ,IL,2023-04-24,84488.39,TP,0
348,348,400,263,NY,IL,2024-02-18,52960.77,TP,0
349,349,276,608,TN,DE,2021-10-15,99285.4,TP,0
350,350,547,975,AZ,TN,2022-12-22,11316.09,TN,0
351,351,192,167,NY,TN,2024-04-27,58444.28,FN,0
352,352,52,167,GE,IL,2022-12-11,72862.36,FP,1
353,353,47,163,AZ,AZ,2024-09-30,6079.09,TN,0
354,354,307,208,NI,TN,2022-06-18,16496.78,FN,0
355,355,809,728,AZ,NI,2024-03-18,21636.7,FN,1
356,356,923,68,NY,IL,2022-06-11,51894.89,FP,0
357,357,817,889,GE,GE,2023-01-24,54288.61,TN,0
358,358,602,395,NY,DE,2023-07-03,2698.93,FP,0
359,359,467,469,TN,GE,2021-11-26,19498.4,TP,0
360,360,815,359,TN,NY,2022-08-19,94444.82,FP,0
361,361,877,605,IL,NY,2022-12-02,70946.45,FP,0
362,362,645,122,DE,NI,2022-02-17,81860.8,FP,0
363,363,900,867,NY,NI,2023-01-22,80185.73,FN,0
364,364,588,519,DE,GE,2023-10-20,407.39,FP,0
365,365,993,137,TN,NY,2022-03-20,68115.91,FN,0
366,366,721,148,GE,GE,2024-04-17,776.29,TN,0
367,367,413,132,TN,TN,2022-06-03,35610.53,TP,1
368,368,433,677,AZ,AZ,2021-10-16,44493.82,TN,1
369,369,578,950,GE,DE,2023-04-13,411.0,FP,0
370,370,289,725,DE,AZ,2024-06-27,99054.56,TN,0
371,371,850,430,AZ,IL,2024-08-30,41364.05,TN,0
372,372,902,456,NY,DE,2023-10-27,87042.22,FP,0
373,373,521,73,TN,DE,2022-08-03,38626.46,TP,0
374,374,897,210,DE,IL,2023-11-21,21618.55,TP,0
375,375,805,185,DE,AZ,2022-10-25,14308.28,FP,0
376,376,159,134,DE,GE,2022-11-16,65245.83,TN,0
377,377,698,162,NI,AZ,2023-01-30,39541.55,TN,0
378,378,334,275,DE,DE,2022-06-09,71556.37,TP,0
379,379,413,943,DE,AZ,2023-06-15,81979.63,TP,0
380,380,584,28,NY,TN,2022-03-21,95971.39,TP,0
381,381,660,110,TN,AZ,2023-10-08,51662.43,TP,0
382,382,320,495,NI,IL,2023-08-29,81896.03,TN,0
383,383,515,335,AZ,DE,2021-12-08,79505.86,FP,0
384,384,613,7,AZ,DE,2022-09-21,11451.3,TP,1
385,385,731,9,GE,AZ,2023-12-29,27223.42,TP,0
386,386,951,735,DE,IL,2024-07-16,65266.73,FP,0
387,387,403,270,DE,NI,2022-01-03,47514.86,TP,0
388,388,804,154,DE,GE,2021-11-17,58575.78,FP,0
389,389,912,276,NI,DE,2024-02-05,50654.9,FP,0
390,390,212,949,TN,NY,2023-01-27,85219.59,TP,0
391,391,763,723,AZ,IL,2022-07-13,65268.09,FP,1
392,392,242,731,GE,DE,2022-09-01,66897.69,FP,0
393,393,260,25,DE,DE,2022-04-20,1860.64,FN,0
394,394,208,336,GE,AZ,2022-01-22,29539.98,FN,0
395,395,715,772,NI,AZ,2022-10-05,59222.56,TN,0
396,396,231,968,NY,TN,2022-01-21,76376.08,FP,0
397,397,901,939,GE,TN,2022-01-12,65889.53,TN,1
398,398,413,567,DE,GE,2024-03-06,37037.02,TN,0
399,399,807,899,NY,DE,2024-08-20,73726.74,TN,0
400,400,177,343,IL,TN,2022-02-17,22200.19,FN,0
401,401,539,707,IL,GE,2022-11-26,98784.51,FN,0
402,402,176,379,TN,TN,2022-07-26,9713.96,TP,0
403,403,559,952,IL,NY,2022-10-20,17988.0,TP,0
404,404,351,199,NY,DE,2021-12-14,47608.7,FN,0
405,405,442,547,AZ,GE,2022-10-24,10787.7,FP,0
406,406,259,364,NI,DE,2022-01-07,87502.78,FN,0
407,407,335,651,DE,DE,2023-01-31,51811.69,TP,0
408,408,552,133,DE,NI,2024-02-13,39128.57,FP,0
409,409,19,30,NI,GE,2024-07-25,42638.74,FP,0
410,410,736,955,TN,NI,2024-02-23,9544.31,TN,0
411,411,612,899,IL,IL,2022-11-13,98471.03,FN,0
412,412,483,588,NY,TN,2023-04-24,17672.7,TP,1
413,413,370,783,NY,TN,2022-07-26,13989.49,TP,0
414,414,127,862,IL,IL,2023-09-04,18937.12,FP,0
415,415,483,893,TN,AZ,2024-02-12,36702.16,FN,1
416,416,195,376,AZ,IL,2022-08-30,97796.05,TP,0
417,417,170,968,GE,GE,2023-06-12,37707.81,TP,0
418,418,628,689,NY,TN,2023-05-13,94803.08,FN,0
419,419,255,410,NI,TN,2024-06-20,73322.2,TN,0
420,420,872,742,IL,IL,2023-08-05,60613.16,FN,0
421,421,226,441,NI,TN,2021-12-05,25765.43,FP,0
422,422,27,218,NY,TN,2022-07-02,80376.6,FN,0
423,423,618,330,IL,IL,2024-04-19,5424.56,FP,1
424,424,348,801,NI,DE,2023-02-07,3099.38,FN,0
425,425,635,472,AZ,GE,2023-01-23,86863.24,FP,0
426,426,72,68,NI,IL,2022-07-14,40143.43,FN,0
427,427,28,6,GE,IL,2022-11-07,17477.73,FN,0
428,428,54,546,AZ,TN,2023-12-22,83285.47,TN,0
429,429,735,278,GE,NI,2022-06-15,74987.05,TN,0
430,430,144,965,GE,NI,2021-11-17,54424.84,FP,0
431,431,806,854,NY,NI,2022-02-07,22749.4,FN,0
432,432,239,852,AZ,NI,2024-06-25,64880.59,FN,0
433,433,477,168,IL,GE,2021-11-17,96757.65,FP,0
434,434,191,669,NY,TN,2024-01-08,13884.55,TP,0
435,435,119,950,NY,DE,2024-08-12,97935.54,FP,0
436,436,253,412,NI,AZ,2021-12-05,60068.84,TP,1
437,437,221,475,DE,NY,2024-01-21,15365.24,TN,1
438,438,298,674,AZ,GE,2023-08-28,18183.97,TN,0
439,439,102,470,AZ,AZ,2022-12-29,94425.93,TN,0
440,440,77,841,NI,NY,2022-02-12,33544.58,FP,0
441,441,420,499,TN,TN,2022-06-18,7093.67,TN,0
442,442,468,469,TN,GE,2023-02-26,95116.87,TP,0
443,443,754,41,DE,DE,2024-07-24,34189.7,FP,0
