,Customer_ID,Gender,Age,Race,Zip_Code,State,Action_Type,Transaction_Amount_USD,Account_Balance,Is_Action_Biased,Action_Status,Timestamp,Time_Of_Day,Device_Used,Login_Method,Number_Of_Logins_Last_30_Days,Number_Of_Failed_Logins_Last_30_Days,Investment_Type,Investment_Amount_USD,Transfer_Bank_Type,Number_Of_Transactions_Last_30_Days,Avg_Transaction_Amount_USD_Last_30_Days,Age_Group,Month
16,bcd6e91e-7b05-4716-8f3d-c7ed91f3bf7a,Female,32,Asian,96876,KS,bill_payment,6406.95,16451.29,approve,blocked,2024-10-05 23:29:26.002132,23:29:26.002132,Web,biometric,34,6,,,,95,292.41,30-50,10
17,1925115d-8764-4602-8ad1-e81abe036d37,Female,63,Mixed,19918,TN,atm_withdrawal,7272.18,19886.51,approve,unblocked,2024-09-08 06:41:26.703850,06:41:26.703850,iOS,password,46,6,,,,70,111.3,50-65,9
18,548770d4-ddb2-4b1a-a316-8cc7190b9fe2,Other,32,Hispanic,83837,NV,transfer_out,16571.46,44743.88,approve,blocked,2024-09-29 04:45:00.876127,04:45:00.876127,Android,password,45,10,,,savings,49,299.08,30-50,9
19,f00bb809-807d-4949-b1e5-cfc83e20fb05,Male,33,Mixed,76167,NE,logout,0.0,29618.52,approve,unblocked,2024-08-14 14:24:06.994618,14:24:06.994618,Web,biometric,11,1,,,,61,253.28,30-50,8
20,3aa4713b-6306-458e-bc30-2b078e3cf78d,Non-binary,59,Other,63063,SC,transfer_in,3171.23,2390.57,approve,unblocked,2024-08-24 00:23:48.832428,00:23:48.832428,Android,two_factor,5,0,,,checking,21,398.78,50-65,8
21,3b0ca371-faca-40b9-afc7-4d22667b900a,Non-binary,43,White,00801,ID,online_purchase,70.79,46582.62,approve,blocked,2024-07-20 14:44:07.641080,14:44:07.641080,iOS,biometric,11,3,,,,94,25.8,30-50,7
22,342d5373-b516-449a-91dc-df7bba7a7b11,Female,34,Mixed,02817,KY,transfer_in,18189.75,23281.08,approve,blocked,2024-08-06 19:26:12.458260,19:26:12.458260,iOS,two_factor,42,4,,,savings,61,209.51,30-50,8
23,83411b4c-f568-4994-a819-bb8015c7f9e5,Female,58,Mixed,23164,OH,p2p_transfer,479.86,43479.95,approve,unblocked,2024-08-17 11:41:35.724263,11:41:35.724263,iOS,biometric,35,4,,,checking,76,425.62,50-65,8
24,9b85cf1c-c084-453d-91f6-39915e3bcfcc,Non-binary,49,White,89417,AS,logout,0.0,24381.88,approve,blocked,2024-07-14 13:22:07.606232,13:22:07.606232,Android,biometric,28,10,,,,37,193.92,30-50,7
25,2427e176-4f9c-4a59-987d-07eb39999731,Non-binary,56,Black,59844,NV,online_purchase,7185.49,21429.06,decline,unblocked,2024-08-03 16:48:14.756196,16:48:14.756196,iOS,two_factor,35,2,,,,42,117.76,50-65,8
26,a372a183-350c-4f7f-b3b8-9c74cc0d308b,Female,43,White,00687,CA,logout,0.0,18937.32,approve,unblocked,2024-09-18 13:59:11.975610,13:59:11.975610,iOS,two_factor,32,10,,,,16,337.9,30-50,9
27,e56ddc18-de9a-487f-a75d-e567a0d621c3,Other,38,Mixed,02939,UT,online_purchase,12948.7,1755.12,approve,blocked,2024-09-09 08:17:07.380062,08:17:07.380062,Android,password,10,3,,,,58,336.6,30-50,9
28,b17b6f76-5326-4129-a5e2-acf3cc9419b4,Other,31,Other,59743,WA,transfer_out,14916.52,15531.31,approve,blocked,2024-08-01 10:16:18.665062,10:16:18.665062,Web,password,11,6,,,checking,45,95.92,30-50,8
29,19844bd0-d564-40ef-b20c-4635cea73f72,Male,49,Asian,55834,NY,investment,18150.53,32653.39,approve,blocked,2024-10-08 18:18:17.456033,18:18:17.456033,Web,two_factor,49,0,stocks,9649.83,,86,197.57,30-50,10
30,6ab64773-7fad-49e3-8399-ae36c82f4268,Female,38,Hispanic,68094,HI,login,0.0,13909.58,approve,unblocked,2024-07-26 10:53:03.001753,10:53:03.001753,iOS,two_factor,50,5,,,,59,171.92,30-50,7
31,6c5a1241-a2e1-4a87-8239-d2a8252b67e4,Male,24,White,68048,OK,logout,0.0,1160.26,approve,unblocked,2024-08-17 00:27:06.150241,00:27:06.150241,iOS,biometric,28,7,,,,79,382.97,18-30,8
32,22c06305-9bbb-463d-8753-d8cc88a993c9,Other,48,Other,55518,PA,bill_payment,11733.17,10103.82,approve,blocked,2024-09-23 06:31:26.528622,06:31:26.528622,Android,password,6,3,,,,21,69.43,30-50,9
33,da0cdf2e-3fcc-40aa-86da-6f305b45a047,Male,18,Hispanic,33497,WI,atm_withdrawal,17090.74,3114.31,approve,blocked,2024-10-06 10:20:44.783987,10:20:44.783987,iOS,two_factor,39,9,,,,28,433.97,,10
34,05c98ffe-dbe6-4df5-b9fc-c07f078a6c8c,Female,29,Black,55445,IL,logout,0.0,20238.26,approve,unblocked,2024-09-25 13:55:21.004797,13:55:21.004797,iOS,two_factor,27,0,,,,2,295.22,18-30,9
35,5ceb86e5-a278-4602-8b67-dd9b5631c01d,Female,47,White,89760,LA,login,0.0,18963.28,approve,blocked,2024-08-12 19:06:47.937961,19:06:47.937961,Android,password,18,3,,,,51,171.21,30-50,8
36,f2833b97-519d-46bb-b9c5-b2bbced51b8d,Male,22,Asian,19906,AS,transfer_in,16149.3,4400.96,approve,unblocked,2024-07-15 23:04:00.961424,23:04:00.961424,Web,password,6,4,,,checking,31,344.77,18-30,7
37,59efcaa4-4233-405b-8c03-8fafea1c102e,Other,48,Other,96927,VA,investment,3628.76,43110.28,approve,blocked,2024-09-01 19:13:54.152174,19:13:54.152174,Web,two_factor,44,2,mutual_funds,5751.98,,49,440.99,30-50,9
38,d69f22fa-e1f3-42f7-a940-7df42d68bb6e,Male,21,Hispanic,80057,DE,transfer_out,16442.18,22518.77,approve,blocked,2024-09-29 16:11:38.512762,16:11:38.512762,Android,biometric,40,2,,,checking,84,72.62,18-30,9
39,a813b05a-b718-40c7-b32a-5aa3a4998b36,Non-binary,31,Black,19942,KY,atm_withdrawal,8618.82,1488.53,approve,unblocked,2024-08-18 23:23:36.166248,23:23:36.166248,iOS,biometric,20,7,,,,57,254.21,30-50,8
40,877cb631-aa45-473b-8198-d90dccc6b6c7,Other,58,White,02904,WA,bill_payment,18385.64,47999.09,approve,blocked,2024-08-13 14:42:30.639491,14:42:30.639491,Android,biometric,43,8,,,,11,13.04,50-65,8
41,1c31809c-3848-4b2d-910b-214609fc803c,Male,40,Hispanic,33773,ND,transfer_in,15823.16,19439.84,approve,blocked,2024-07-14 14:10:21.203012,14:10:21.203012,Android,biometric,26,10,,,checking,76,420.88,30-50,7
42,b4db95d4-9e0f-45f8-8a14-dd030dfa49f8,Female,34,Black,63677,NJ,login,0.0,44776.99,approve,unblocked,2024-07-28 11:50:40.871238,11:50:40.871238,Android,two_factor,10,9,,,,44,470.95,30-50,7
43,425a5b14-5d6a-4501-8061-7c208dda1c16,Male,19,Mixed,57669,NV,investment,2908.59,30482.16,approve,blocked,2024-09-12 01:33:49.322692,01:33:49.322692,iOS,two_factor,39,9,stocks,8213.9,,39,83.67,18-30,9
44,78ebe99f-ebcc-4f6b-b404-ebd4e5004694,Other,55,Black,75544,FL,bill_payment,5899.45,31992.64,decline,unblocked,2024-09-28 02:43:37.301934,02:43:37.301934,Web,biometric,31,1,,,,89,390.94,50-65,9
45,49fbb38f-f4f6-4758-9bf5-ce5c66e62a08,Non-binary,54,Other,05418,WA,logout,0.0,39122.2,approve,unblocked,2024-07-12 20:12:15.198393,20:12:15.198393,Android,biometric,30,8,,,,64,153.17,50-65,7
46,87f15612-9a07-439d-a7a6-738e93d26b56,Other,38,White,99375,MA,bill_payment,3794.67,7161.89,approve,unblocked,2024-10-06 02:29:12.942223,02:29:12.942223,Web,password,21,6,,,,87,212.87,30-50,10
47,ada2fff2-8b52-4678-8c05-a017143a7f3c,Female,36,White,02860,OK,transfer_in,5097.73,1088.01,approve,unblocked,2024-08-20 22:34:18.030213,22:34:18.030213,iOS,password,32,5,,,checking,9,151.34,30-50,8
48,fc3caf53-41cd-46b3-be2a-65e6458d7920,Female,28,Mixed,19743,NY,atm_withdrawal,12582.23,48994.22,approve,blocked,2024-07-14 14:32:16.050508,14:32:16.050508,Android,password,10,8,,,,15,145.2,18-30,7
49,074426f1-84c2-47ad-ac76-aeed879f61e8,Other,52,White,89374,NJ,online_purchase,14168.49,34356.41,approve,unblocked,2024-08-11 12:55:49.728949,12:55:49.728949,iOS,password,46,7,,,,54,209.51,50-65,8
50,f5b4162c-6221-49f4-96a4-c595fa168c33,Female,22,White,23164,FL,logout,0.0,3855.48,approve,blocked,2024-08-25 16:42:43.063825,16:42:43.063825,Web,password,18,4,,,,8,112.95,18-30,8
51,7384730b-d0f6-401d-81d4-eb41e863e330,Male,56,Asian,19905,SC,p2p_transfer,16571.48,7236.81,approve,unblocked,2024-08-06 15:44:20.939366,15:44:20.939366,iOS,biometric,43,0,,,checking,0,0.0,50-65,8
52,42d58524-a91c-43d5-a513-2a805610ad65,Female,24,Black,06051,TX,login,0.0,42476.62,approve,unblocked,2024-08-06 02:43:41.637158,02:43:41.637158,iOS,biometric,27,8,,,,93,412.56,18-30,8
53,4a81f1da-ce15-4144-a700-b62c2c184fe8,Male,25,White,39099,HI,atm_withdrawal,9431.14,24631.33,approve,unblocked,2024-07-12 17:18:18.107580,17:18:18.107580,Web,password,22,2,,,,60,277.34,18-30,7
54,1a71d89d-bba9-4ae4-964b-7d8c58c54bdb,Other,19,Asian,99845,UT,transfer_out,7854.93,42124.83,approve,unblocked,2024-09-18 05:50:19.528612,05:50:19.528612,Web,biometric,34,8,,,savings,85,377.29,18-30,9
55,5665d8d5-37dd-4d4b-a19e-11b6ea0e408e,Non-binary,51,Black,68055,AS,p2p_transfer,5245.57,30834.01,decline,blocked,2024-07-13 03:06:44.625816,03:06:44.625816,Web,biometric,30,5,,,savings,63,241.69,50-65,7
56,be50acdb-3b6c-499d-8a44-c50bd4607dd5,Non-binary,23,Mixed,37602,OK,atm_withdrawal,13795.53,14402.47,approve,unblocked,2024-08-03 05:30:13.814340,05:30:13.814340,Android,password,12,8,,,,36,89.32,18-30,8
57,671f5071-d8f3-4efe-bd51-e82269fe271d,Other,58,White,22124,UT,online_purchase,18393.15,3915.26,approve,blocked,2024-08-15 13:09:45.175249,13:09:45.175249,Web,password,1,6,,,,34,371.14,50-65,8
58,344de10a-4d62-4225-a6c8-36fc7828e951,Male,57,Hispanic,23771,TN,transfer_in,17860.85,16009.71,decline,blocked,2024-08-20 02:50:53.282357,02:50:53.282357,Android,two_factor,4,0,,,checking,36,476.65,50-65,8
59,edbaa48b-224e-49cd-afb1-5b3499d1cd69,Female,20,Mixed,23904,NY,login,0.0,474.47,approve,blocked,2024-07-31 21:25:58.591074,21:25:58.591074,Android,two_factor,41,9,,,,15,328.21,18-30,7
60,6ca0a83f-4a18-4fc7-9618-8bc17b2e9b9c,Non-binary,43,Black,99069,MA,login,0.0,30756.79,approve,blocked,2024-08-28 19:44:21.248890,19:44:21.248890,Android,two_factor,29,8,,,,72,124.26,30-50,8
61,ed254e02-298b-419f-9033-c87bf48b9fea,Female,55,Other,59077,WA,logout,0.0,14232.94,approve,blocked,2024-07-20 10:53:43.242288,10:53:43.242288,Android,biometric,39,8,,,,29,144.7,50-65,7
62,560a43d3-5ea6-4ed0-996b-77ce654003e9,Male,55,Mixed,31013,IN,investment,12542.37,43688.83,approve,unblocked,2024-07-18 02:10:53.820795,02:10:53.820795,Android,biometric,39,7,ETFs,3363.59,,4,448.62,50-65,7
63,a3b56078-cdf8-45bc-94e7-0b30ac69c9e9,Non-binary,40,Black,03550,FL,online_purchase,10494.31,33317.68,approve,unblocked,2024-08-22 01:10:01.942743,01:10:01.942743,Android,biometric,10,5,,,,49,68.96,30-50,8
64,33d51ced-3372-45a7-9ef5-89efee8e3a6c,Female,27,Mixed,80878,NY,atm_withdrawal,6733.41,47201.68,approve,unblocked,2024-08-16 12:16:32.649144,12:16:32.649144,Web,biometric,44,8,,,,10,337.88,18-30,8
65,ceb8962b-55ba-4aa8-9a22-977cf6c15915,Non-binary,40,Black,39648,TX,logout,0.0,44501.33,approve,unblocked,2024-07-12 08:48:14.862507,08:48:14.862507,Android,two_factor,32,4,,,,93,319.3,30-50,7
66,bfb30ba7-9983-49c2-8a1c-555cfeb2c2d4,Other,58,White,79554,KS,p2p_transfer,5980.61,27315.3,approve,blocked,2024-09-04 06:55:49.257996,06:55:49.257996,iOS,biometric,32,1,,,savings,42,52.98,50-65,9
67,12c77a92-2953-4f83-812b-1ee5b8165087,Non-binary,64,Mixed,00625,KS,atm_withdrawal,17498.53,35935.31,approve,blocked,2024-08-13 11:03:31.857699,11:03:31.857699,Android,biometric,24,1,,,,40,156.71,50-65,8
68,b2fe39bc-8a8d-4a8f-99f1-0696765c4df6,Female,35,Hispanic,05451,AZ,p2p_transfer,19823.62,37031.79,approve,blocked,2024-08-21 07:40:38.469017,07:40:38.469017,Android,password,25,5,,,savings,82,20.57,30-50,8
69,3bcfff83-3b51-4353-8be2-cab54f450852,Male,26,Other,96962,ID,logout,0.0,35655.47,approve,unblocked,2024-09-19 04:15:31.605208,04:15:31.605208,Web,password,16,8,,,,52,352.85,18-30,9
70,5aeb48fc-c028-4f26-bdf9-0a6096ee6931,Male,20,Hispanic,96968,AS,p2p_transfer,935.56,496.32,approve,unblocked,2024-08-08 16:10:36.091043,16:10:36.091043,Android,password,43,10,,,checking,14,39.63,18-30,8
71,4e4a0c82-98b8-4f84-bb24-f65acf37a19d,Male,45,Asian,79878,NY,login,0.0,30710.65,approve,blocked,2024-08-12 23:46:19.970954,23:46:19.970954,Web,biometric,14,2,,,,34,52.52,30-50,8
72,f4b50999-c96a-4592-9cb0-06d97eb44577,Male,55,Mixed,77368,LA,atm_withdrawal,6273.78,35523.53,approve,blocked,2024-08-20 19:21:46.478347,19:21:46.478347,Web,password,30,8,,,,82,278.58,50-65,8
73,c7baf7b7-57d1-447a-afd5-f34053aefd4a,Other,37,Hispanic,96967,HI,investment,1994.76,29800.31,approve,unblocked,2024-09-12 23:16:18.338902,23:16:18.338902,Android,two_factor,40,0,ETFs,9077.34,,35,84.61,30-50,9
74,14a20d9d-124b-4e2b-b8ae-6690f58f1bd1,Other,43,Mixed,81345,UT,atm_withdrawal,14104.83,4418.25,approve,blocked,2024-08-10 02:08:57.343398,02:08:57.343398,Android,password,17,0,,,,63,327.97,30-50,8
75,0f779825-caec-48e6-a8c9-5d1a3cbc91ba,Non-binary,56,Other,02931,NY,transfer_out,16358.21,15368.64,approve,unblocked,2024-07-18 15:21:31.878517,15:21:31.878517,Web,password,35,8,,,savings,89,90.57,50-65,7
76,137e71b5-8ec0-4cd0-b4f0-025df0d1cd07,Male,48,Hispanic,38304,NJ,investment,10898.97,12748.88,approve,blocked,2024-09-09 02:03:22.317419,02:03:22.317419,Web,password,43,6,cryptocurrency,6166.17,,100,231.96,30-50,9
77,a384538b-f0e3-4e69-aa75-ac6c08842a37,Female,49,Asian,98485,OH,online_purchase,18701.17,48306.67,approve,unblocked,2024-08-25 06:20:29.373986,06:20:29.373986,Web,two_factor,6,0,,,,87,446.57,30-50,8
78,92de047a-b4d8-4da0-9439-56a889e7535a,Female,57,Asian,84344,AZ,investment,6389.73,39866.79,approve,unblocked,2024-09-25 15:21:19.793924,15:21:19.793924,iOS,password,20,2,cryptocurrency,8231.05,,91,80.93,50-65,9
79,d763e14e-0960-42de-821b-de0b46078835,Non-binary,37,White,57275,FL,logout,0.0,41799.85,approve,blocked,2024-09-02 03:53:54.859857,03:53:54.859857,Android,two_factor,9,7,,,,64,260.93,30-50,9
80,14a20d9d-124b-4e2b-b8ae-6690f58f1bd1,Other,43,Mixed,81345,UT,p2p_transfer,170.98,37629.7,approve,unblocked,2024-09-14 17:25:33.592425,17:25:33.592425,Web,password,50,9,,,checking,96,268.74,30-50,9
81,f0519b7d-4048-4df9-9d51-9a1bcf0bb22d,Female,35,Other,19800,UT,login,0.0,40156.47,approve,unblocked,2024-09-10 12:55:38.276553,12:55:38.276553,Web,biometric,26,2,,,,18,380.79,30-50,9
82,64969be2-3ad9-4862-be86-633125a314c8,Other,60,White,00804,AS,atm_withdrawal,14248.66,39430.51,approve,unblocked,2024-07-10 11:41:20.586708,11:41:20.586708,Android,two_factor,35,0,,,,9,171.67,50-65,7
83,00b58fee-52fb-4fa0-82aa-40e7e12c50de,Non-binary,35,Black,21004,ND,online_purchase,13759.75,38141.95,approve,unblocked,2024-09-14 14:26:59.037208,14:26:59.037208,iOS,biometric,26,3,,,,39,448.63,30-50,9
84,38e20365-9967-427e-94c5-43768f55f295,Other,34,Black,00608,NY,investment,1975.08,1813.96,approve,blocked,2024-09-02 17:29:31.969815,17:29:31.969815,Android,password,43,6,cryptocurrency,2385.62,,44,241.98,30-50,9
85,3771e7b6-c330-4182-81b9-9e5fbf35cd4a,Male,63,Mixed,00801,KY,login,0.0,18783.06,approve,unblocked,2024-08-20 18:26:40.723499,18:26:40.723499,iOS,two_factor,25,8,,,,28,86.52,50-65,8
86,f036e6f3-6f36-4a62-b882-925c0fbbce09,Non-binary,39,White,90163,ID,atm_withdrawal,12752.1,24008.79,approve,blocked,2024-10-03 18:17:19.306889,18:17:19.306889,Web,biometric,9,1,,,,11,447.17,30-50,10
87,92de047a-b4d8-4da0-9439-56a889e7535a,Female,57,Asian,84344,AZ,transfer_out,1632.36,14014.8,approve,unblocked,2024-08-05 23:15:21.281508,23:15:21.281508,Web,biometric,12,10,,,checking,86,351.73,50-65,8
88,c629b0f0-d4d2-4c83-9bf8-54c26f57ecc9,Non-binary,35,White,67813,ID,p2p_transfer,7380.79,7671.06,approve,unblocked,2024-08-17 09:11:15.139025,09:11:15.139025,Web,two_factor,48,4,,,checking,100,128.33,30-50,8
89,477ca220-918f-4404-b7e5-21112ce98cac,Male,41,Other,21204,LA,investment,10361.98,36828.35,approve,blocked,2024-08-05 14:38:46.871587,14:38:46.871587,Android,two_factor,15,4,stocks,71.25,,57,403.77,30-50,8
90,e3b1335a-9917-46b1-8bfe-7996e47a67f3,Other,50,Mixed,80737,SC,transfer_out,17927.18,4473.81,approve,blocked,2024-08-01 10:43:23.572911,10:43:23.572911,Web,password,32,6,,,checking,94,438.74,30-50,8
91,72aa64a2-8d07-4890-8265-fc4f8773555f,Female,37,Other,84215,WA,p2p_transfer,15809.03,22554.93,approve,blocked,2024-07-28 17:18:24.923568,17:18:24.923568,Web,biometric,41,10,,,savings,28,141.12,30-50,7
92,09d2cdc4-f25f-41ac-99b3-bd622a8a28cb,Other,24,White,19874,PA,bill_payment,802.38,49290.76,approve,blocked,2024-08-13 11:11:06.584330,11:11:06.584330,Android,password,25,1,,,,91,465.15,18-30,8
93,3f83b797-5a2d-4438-acda-6fff65b5b612,Male,19,Hispanic,57631,NV,p2p_transfer,15943.82,10133.96,approve,unblocked,2024-07-23 07:46:45.708132,07:46:45.708132,iOS,biometric,43,6,,,savings,29,274.5,18-30,7
94,b1a7ac0b-9f78-4f1d-88d8-0501b9ee4c4a,Male,56,Mixed,75851,NV,p2p_transfer,18776.08,23561.63,approve,unblocked,2024-08-20 14:28:21.726625,14:28:21.726625,Android,two_factor,25,9,,,checking,91,85.53,50-65,8
95,dba1c499-4a73-4a57-a33f-9e54eafbce8e,Non-binary,41,Hispanic,31621,TN,bill_payment,2063.44,32928.6,approve,unblocked,2024-08-18 16:06:16.016072,16:06:16.016072,Android,two_factor,36,2,,,,98,410.45,30-50,8
96,687642e9-a864-42ca-bd6c-95ff8990111f,Female,22,Mixed,67937,WI,transfer_in,11577.66,7962.98,approve,unblocked,2024-08-03 22:32:30.300024,22:32:30.300024,iOS,password,33,4,,,savings,58,493.53,18-30,8
97,3ca33176-63c7-441d-8ee0-cedc43f5759b,Non-binary,48,Hispanic,06330,WV,login,0.0,20707.2,approve,blocked,2024-09-30 18:54:19.717629,18:54:19.717629,iOS,two_factor,30,5,,,,53,293.06,30-50,9
98,fedeb57b-0b64-4064-949b-a2911b43322d,Male,64,Mixed,39573,WV,online_purchase,11618.26,7915.08,approve,blocked,2024-08-01 09:50:59.103273,09:50:59.103273,Web,two_factor,42,10,,,,19,378.49,50-65,8
99,440b89f3-7233-4a2a-b157-22223b7236e4,Male,42,Hispanic,40461,PR,investment,910.97,24738.98,approve,unblocked,2024-09-08 06:30:52.451093,06:30:52.451093,Android,two_factor,9,0,stocks,2696.68,,24,47.94,30-50,9
100,5b035a8f-186f-4634-9557-4bf45dd581a6,Other,55,Other,00668,GA,investment,19567.25,20724.76,approve,unblocked,2024-08-02 17:19:02.551344,17:19:02.551344,Web,biometric,4,2,cryptocurrency,4701.55,,44,126.61,50-65,8
101,232c134c-b0d0-403b-83a5-a8273123649e,Other,58,Hispanic,68083,NY,logout,0.0,4391.72,approve,blocked,2024-07-18 18:20:54.102092,18:20:54.102092,Android,biometric,0,10,,,,36,75.37,50-65,7
102,6b5006ac-5caa-48d1-83ae-c445de22c704,Male,57,Hispanic,98784,NE,atm_withdrawal,12445.73,11927.11,decline,blocked,2024-09-07 20:16:12.907478,20:16:12.907478,Web,biometric,18,2,,,,43,176.26,50-65,9
103,94d7d546-c1c1-46d4-80b2-b9d4ab7b6e61,Other,20,White,56192,CO,atm_withdrawal,17448.64,28870.75,approve,blocked,2024-09-10 14:01:14.070693,14:01:14.070693,Android,two_factor,10,6,,,,14,457.09,18-30,9
104,37e012ee-057c-4a6d-953b-00e1f14e393c,Other,47,Asian,06196,WV,login,0.0,18829.6,approve,blocked,2024-09-26 19:29:47.433131,19:29:47.433131,Android,password,20,4,,,,72,360.86,30-50,9
105,8088650b-4879-4491-804d-a94761f1805a,Female,45,White,81159,MP,login,0.0,8359.84,approve,blocked,2024-07-17 03:51:37.367250,03:51:37.367250,Android,two_factor,28,7,,,,63,297.33,30-50,7
106,43de1807-9346-41d8-b8a6-150522ad4466,Other,20,Other,00687,DC,atm_withdrawal,6957.71,29800.26,approve,blocked,2024-08-13 15:52:41.262637,15:52:41.262637,iOS,biometric,14,0,,,,52,48.11,18-30,8
107,919f04cd-d954-45e3-bb83-cfa6b2dd67a1,Female,65,Mixed,24058,AS,login,0.0,44594.28,approve,unblocked,2024-09-05 13:49:46.721531,13:49:46.721531,Web,password,12,6,,,,91,340.9,50-65,9
108,ed254e02-298b-419f-9033-c87bf48b9fea,Female,55,Other,59077,WA,transfer_out,19315.19,7241.29,approve,blocked,2024-07-15 23:00:55.402633,23:00:55.402633,iOS,biometric,6,0,,,savings,59,32.61,50-65,7
109,f75b4dff-3eea-46e5-8d30-f25448c331f3,Non-binary,33,Mixed,06052,WI,transfer_in,14522.71,39382.35,approve,blocked,2024-08-08 10:56:44.444137,10:56:44.444137,Android,biometric,38,6,,,savings,89,63.24,30-50,8
110,93338a7a-b488-44ab-8c23-17f3e40e55c2,Non-binary,29,Asian,06142,NV,bill_payment,13467.26,38760.24,approve,unblocked,2024-08-18 23:55:00.389906,23:55:00.389906,Android,password,20,10,,,,34,26.78,18-30,8
111,0c00245e-31a9-417f-a159-0937b0c39252,Female,44,Black,84648,FL,bill_payment,4350.31,2141.17,approve,unblocked,2024-09-09 08:16:17.315739,08:16:17.315739,Web,biometric,9,8,,,,20,428.78,30-50,9
